Genus,Species,tmax_metric,tmax_acc,tmax_acc_days,tmax_acc_type,tmax_col_time_if_field_fresh,tmax,lat_max,long_max,no_NicheMapR_data,altitude,Phylum,Class,Order,Family,Realm,REF_max,citation_details_or_paper_in_which_data_were_compiled,notes.2017,NM_1cm_airshade,NM_2m_airshade,NM_exposed_bodytemp,NM_exposed_air,NM_exposed_body_wet,NM_shade_body_wet,NMGHCND_2m_airshade,NMGHCND_exposed_Te,NMGHCND_exposed_Te_wet,NMGHCND_2m_airshade95,NMGHCND_exposed_Te95,NMGHCND_exposed_Te_wet95,NMGHCND_shade_Te_wet,NMGHCND_shade_Te_wet95
Podacarus,auberti,leth,15,7,,,39.5,-46.9,37.9,Marion,0,Arthropoda,Arachnida,Acari,Podacaridae,Terrestrial,Deere_et_al_2006,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glossina,pallidipes,crit,30,NA,,,44.3,-13.03,31.45,,388,Arthropoda,Insecta,Diptera,Glossinidae,Terrestrial,Terblanche_et_al_2008,Sunday_et_al_PRSB_2011,,36.71426773,35.35632324,61.72961044,50.61027908,35.07290649,25.41294479,44.16455078,68.10045624,38.32023621,32.83269806,56.97985687,33.49707165,32.98193359,25.42284946
Bothrometopus,brevis,crit,7.5,7,,,34.7,-53.05742,73.549233,Heard,5,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,citation: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414. NOW ENTERED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bothrometopus,gracilipes,crit,7.5,7,,,34.1,-53.05742,73.549233,Heard,200,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,citation: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414. NOW ENTERED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canonopsis,sericeus,crit,7.5,7,,,38.6,-53.05742,73.549233,Heard,5,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,citation: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414. NOW ENTERED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectemnorhinus,viridis,crit,7.5,7,,,34.2,-53.05742,73.549233,Heard,300,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,acclimation data added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plethodon,glutinosus,crit,25,NA,,,34.5,40.78,75.28,,1100,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Elwood_2003,Sunday_et_al_PNAS_2014,,19.83207512,17.85821533,58.46775436,36.81114197,37.27445221,10.09822941,28.37805176,59.05781555,28.48443413,13.782724,43.77635994,19.45907106,16.70721436,7.716383672
Eremias,multiocellata,crit,28,NA,,,41,41.4,106.9,,1000,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Li_2009,Sunday_et_al_PNAS_2014,,27.58503151,26.20300293,52.48443604,40.57909775,29.31672859,17.18720818,35.43096924,59.67895126,33.84173965,22.87009277,45.63759022,23.52915573,25.39787865,16.03326607
Eremias,argus,crit,28,NA,,,43,36.1,111.5,,467,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Li_2009,Sunday_et_al_PNAS_2014,,33.0723381,31.59375,57.58992386,46.94924164,34.74187088,24.63857651,42.22784424,64.87731171,37.93915176,29.00305481,51.46731644,30.9412488,32.64405441,23.40341167
Paa,spinosa,crit,19,NA,,,42.1,24.48,112.63,,20,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Zheng_2010,Sunday_et_al_PNAS_2014,,33.78895187,32.53009033,61.94564819,47.54247665,40.98670197,27.14521027,38.89562988,60.93336487,36.74836731,30.28738403,51.20751839,30.97720709,32.36824799,26.02961254
Takydromus,sexlineatus,crit,31.5,14,,,42.2,24.7,113.6,,28,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Zhang_and_Ji_2004,Sunday_et_al_PRSB_2011,"Selected body temp (Tsel) experiment was conducted before Tmax, so used Tsel as acclimation. Assuming bulb set up was kept between experiments (so acclimation was at least 14 days).",35.8454895,34.53314209,60.17023468,49.79643631,36.07037354,27.91709518,40.7956543,63.31220245,37.94104004,32.08178711,52.67118835,31.9032341,33.76738739,27.377491
Eremias,brenchleyi,crit,28,2,,,40.8,33.6,117.02,,4,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Xu_and_Ji_2001,Sunday_et_al_PRSB_2011,acclimation data added,33.1086235,32.125,53.79096222,44.50350189,35.23276901,27.06792068,40.08837891,57.87975693,37.16285324,29.84796143,47.49327393,29.55401554,34.18958282,25.8026269
Plestiodon,elegans,crit,28,7,,,41.9,30.3,120.15,,18,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Du_2000,Sunday_et_al_PRSB_2011,acclimation data added; kept in temperature gradient for >7days prior - so presume acclimation temp is same as selected temp acquired within this paper.,34.71011734,33.80566406,56.6187973,46.85969162,36.1818924,27.95139122,40.41210938,60.5416832,37.67762375,30.30157623,48.06132793,30.57572803,34.13194275,26.84280844
Eumeces,elegans,crit,28,NA,,,41.9,30.2,120.2,,18,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Du_2000,Sunday_et_al_PNAS_2014,,34.92457199,33.98117065,56.53158188,46.90197372,35.9804039,28.23254204,40.61212158,60.59682465,37.92596054,30.56281128,48.23822136,30.80914459,34.45257568,27.14802532
Trimeresurus,gracilis,crit,30,NA,,,38.3,23.9,120.7,,2000,Chordata,Reptilia,Squamata,Viperidae,Terrestrial,Huang_2007b,Sunday_et_al_PRSB_2011,,31.47453308,30.44665527,50.68251038,41.67279816,33.86816406,25.46744156,37.08709717,54.51631927,36.00634384,29.28497314,46.37976494,31.58314638,32.09776306,25.65252905
Protobothrops,mucrosquamatus,crit,10,NA,,,38.6,23.8,121,,0,Chordata,Reptilia,Squamata,Viperidae,Terrestrial,Huang_et_al_2007,Sunday_et_al_PRSB_2011,,24.32497978,23.315979,42.68490601,33.62649536,28.65773201,19.34855652,29.88708496,46.67516327,32.11362457,22.44708557,39.13884449,24.79005575,25.73193932,19.45957947
Takydromus,hsuehshanensis,crit,30,NA,,,44.1,24.1,121.3,,2900,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Huang_2008,Sunday_et_al_PNAS_2014,,20.88896561,19.82232666,39.92695236,30.29524231,23.30879211,16.21977043,27.51196289,44.52938461,30.16495132,19.37512665,35.97662334,22.20596504,23.35880089,16.68207989
Sphenomorphus,taiwanensis,crit,30,NA,,,38.4,24,121.3,,2700,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Huang_et_al_2006,Sunday_et_al_PRSB_2011,,20.98459435,19.91418457,39.92296982,30.34432983,23.36336708,16.33523941,27.7119751,44.55236816,30.10263252,19.54693604,36.18430004,22.33398981,23.55396652,16.82517786
Trimeresurus,stejnegeri_stejnegeri,crit,30,14,,,38.9,24.7,121.5,,0,Chordata,Reptilia,Squamata,Viperidae,Terrestrial,Huang_et_al_2007,Sunday_et_al_PRSB_2011,p.594: Huang et al 2007: Zoological Studies 46(5): 592-599 (2007),29.48509598,28.28466797,49.71893311,40.11331177,32.73506546,23.5408268,35.51199341,54.37292862,36.02466965,27.15310059,44.55708408,29.91869106,30.58065414,23.78181515
Takydromus,formosanus,crit,30,NA,,,43.7,25.04,121.53,,0,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Huang_2008,Sunday_et_al_PNAS_2014,,33.27677155,32.17633057,53.26551437,43.9737587,35.02835083,26.62737274,39.21099854,57.77774429,36.46343613,30.54423676,47.73396778,30.41640043,33.19100571,26.48129663
Takydromus,stejnegeri,crit,30,NA,,,43.2,25.04,121.53,,0,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Huang_2008,Sunday_et_al_PNAS_2014,,33.27677155,32.17633057,53.26551437,43.9737587,35.02835083,26.62737274,39.21099854,57.77774429,36.46343613,30.54423676,47.73396778,30.41640043,33.19100571,26.48129663
Sphenomorphus,incognitus,crit,30,NA,,,41.5,22.904417,121.204998,,0,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Huang_et_al_2006,Sunday_et_al_PRSB_2011,,31.58946609,30.5,50.22032166,41.33410263,33.78806686,25.76717949,37.20690918,54.24541473,36.04397964,29.96176147,46.6556673,31.69841814,32.17161942,26.06192017
Bathygobius,sp2,crit,30.4,90,field_fresh,,41.6,-5.7,123.7,,0,Chordata,Actinopterygii,Perciformes,Gobiidae,Marine,Taylor_et_al_2005,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosophila,bipectinata,leth,23,8,,,33.5,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,bocki,leth,23,8,,,33.2,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,elegans,leth,23,8,,,33.6,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,ficusphila,leth,23,8,,,33.5,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,lacteicornis,leth,23,8,,,32.5,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,quadrilineata,leth,23,8,,,33.9,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,ruberrima,leth,23,8,,,32.1,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Drosophila,takahashii,leth,23,8,,,32.5,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Scaptodrosophila,bryani,leth,23,8,,,35.5,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Scaptodrosophila,coracina,leth,23,8,,,34.5,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Scaptodrosophila,dorsocentralis,leth,23,8,,,34.2,24.331864,123.820935,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,34.49267578,52.02709961,34.07814789,29.484375,45.86106186,29.99567823,30.48031807,26.44951105
Bathygobius,fuscus,crit,35,14,lab,,42.4,-5.45,124,,0,Chordata,Actinopterygii,Perciformes,Gobiidae,Marine,Eme_and_Bennett_2009,Sunday_et_al_PRSB_2011,corrected the years of the citation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liza,vaigiensis,crit,35,14,lab,,44.5,-5.45,124,,0,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Marine,Eme_and_Bennett_2009,Sunday_et_al_PRSB_2011,corrected the years of the citation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dascyllus,aruanus,crit,30,14,lab,,40.5,-5.45,124,,0,Chordata,Actinopterygii,Perciformes,Pomacentridae,Marine,Eme_and_Bennett_2009,Sunday_et_al_PRSB_2011,corrected the years of the citation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon,novemfasciatus,crit,30,14,lab,,40.1,-5.45,124,,0,Chordata,Actinopterygii,Perciformes,Apogonidae,Marine,Eme_and_Bennett_2009,Sunday_et_al_PRSB_2011,corrected the years of the citation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melophorus,bagoti,crit,40,NA,,,56.7,-23.7,133.88,,608,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Christian_Morton1992,Sunday_et_al_PNAS_2014,,37.45150375,36.06262207,61.82114029,50.49776459,31.69524765,20.13983154,44.15380859,68.08440399,34.73730087,33.8790741,57.30628986,28.64117994,26.05916595,20.10659294
Engraulis,japonicus,leth,NA,NA,,,32,34.9,138.6,,0,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Marine,Suehiro_1951_in_Brett_1970,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sardinops,melanosticta,leth,NA,NA,,,30,34.9,138.6,,0,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Marine,Suehiro_1951_in_Brett_1970,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egernia,striola,crit,25,NA,,,44.2,-34.57,139.57,,0,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Bennett_1986,Sunday_et_al_PNAS_2014,,33.04485703,31.40286255,61.28746796,48.3489151,33.02340698,19.20618057,44.66345215,70.94682312,36.5896225,28.31011963,52.85086555,28.62155533,29.23953247,19.22421875
Eremiascincus,richardsoni,crit,25,NA,,,42,-34.57,139.57,,0,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Bennett_1986,Sunday_et_al_PNAS_2014,,33.04485703,31.40286255,61.28746796,48.3489151,33.02340698,19.20618057,44.66345215,70.94682312,36.5896225,28.31011963,52.85086555,28.62155533,29.23953247,19.22421875
Ctenotus,taeniolatus,crit,35,NA,,,44.7,-34.57,139.57,,0,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,,33.04485703,31.40286255,61.28746796,48.3489151,33.02340698,19.20618057,44.66345215,70.94682312,36.5896225,28.31011963,52.85086555,28.62155533,29.23953247,19.22421875
Ctenotus,uber,crit,35,NA,,,45.5,-34.57,139.57,,0,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,,33.04485703,31.40286255,61.28746796,48.3489151,33.02340698,19.20618057,44.66345215,70.94682312,36.5896225,28.31011963,52.85086555,28.62155533,29.23953247,19.22421875
Drosophila,angularis,leth,23,8,,,34.4,35.594573,139.721364,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.6884613,30.85430908,50.33713913,41.75906372,33.74940109,25.43505478,41.15151978,58.05760193,37.82402039,27.7853241,42.55141754,27.99934578,34.90148926,24.42857676
Drosophila,bizonata,leth,23,8,,,32.9,35.594573,139.721364,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.6884613,30.85430908,50.33713913,41.75906372,33.74940109,25.43505478,41.15151978,58.05760193,37.82402039,27.7853241,42.55141754,27.99934578,34.90148926,24.42857676
Drosophila,daruma,leth,23,8,,,33.4,35.028846,135.796642,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,p.444: Field-collected females were allowed to oviposit on food medium at 23çC under long-day conditions (15 h light; 9 h dark); and their progenies were examined for cold and heat tolerance 8 days after eclosion without acclimation,31.15009499,30.40319824,51.15970993,42.1150322,33.2743721,24.51344299,34.412323,52.70649719,35.20450211,26.63342285,42.65597286,28.80027084,28.56746674,23.00601988
Drosophila,lutescens,leth,23,8,,,31.1,35.594573,139.721364,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.6884613,30.85430908,50.33713913,41.75906372,33.74940109,25.43505478,41.15151978,58.05760193,37.82402039,27.7853241,42.55141754,27.99934578,34.90148926,24.42857676
Drosophila,rufa,leth,23,8,,,32.9,35.594573,139.721364,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.6884613,30.85430908,50.33713913,41.75906372,33.74940109,25.43505478,41.15151978,58.05760193,37.82402039,27.7853241,42.55141754,27.99934578,34.90148926,24.42857676
Drosophila,sternopleuralis,leth,23,8,,,31.4,35.594573,139.721364,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.6884613,30.85430908,50.33713913,41.75906372,33.74940109,25.43505478,41.15151978,58.05760193,37.82402039,27.7853241,42.55141754,27.99934578,34.90148926,24.42857676
Drosophila,suzukii,leth,23,8,,,32.7,35.594573,139.721364,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,31.6884613,30.85430908,50.33713913,41.75906372,33.74940109,25.43505478,41.15151978,58.05760193,37.82402039,27.7853241,42.55141754,27.99934578,34.90148926,24.42857676
Eremiascincus,fasciolatus,crit,35,NA,,,41.2,-27.75,140.72,,NA,Chordata,Reptilia,Squamata,Scincidae,Terrestrial,Bennett_and_John-Alder_1986,Sunday_et_al_PRSB_2011,,39.31664276,37.71640015,64.55716705,52.38818359,33.7028389,21.87859535,47.89877319,72.08395386,36.79446411,35.517453,59.27254524,30.42827272,29.67596054,21.98322973
Drosophila,auraria,leth,23,8,,,33.9,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,biauraria,leth,23,8,,,32.5,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,brachynephros,leth,23,8,,,33.6,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,curvispina,leth,23,8,,,32.6,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,kanekoi,leth,23,8,,,35.4,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,lacertosa,leth,23,8,,,31,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,nigromaculata,leth,23,8,,,34.3,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,orientacea,leth,23,8,,,31.9,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Drosophila,unispina,leth,23,8,,,32.3,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Hirtodrosophila,histrioides,leth,23,8,,,32.3,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Scaptodrosophila,pallida,leth,23,8,,,33.9,43.115593,141.444655,,NA,Arthropoda,Insecta,Diptera,Drosophilidae,Terrestrial,Kimura_2004,Sunday_et_al_PRSB_2011,,26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,33.8079834,49.76367569,35.08723068,22.7958725,38.78150768,25.603545,28.84904671,19.901863
Crinia,laevis,crit,25,NA,,,33.5,-37.5,142.5,,304.8,Chordata,Amphibia,Anura,Myobatrachidae,Terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,,28.37572098,27.52709961,57.06721497,38.67898178,39.95745087,18.84355545,43.28833008,62.30944824,35.65765381,23.97833252,41.18102627,22.7524025,29.11898041,16.85208464
Hyla,chloris,crit,30,NA,,,38.3,-17.27,145.48,,731.5,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,,31.81452751,29.40264893,66.1217804,45.92126083,41.98680115,22.86281967,39.71746826,65.81964111,36.41575241,28.1151123,53.50515366,30.75467386,30.2005825,21.65895376
Hyla,gracilenta,crit,30,NA,,,38.3,-17.27,145.48,,731.5,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,,31.81452751,29.40264893,66.1217804,45.92126083,41.98680115,22.86281967,39.71746826,65.81964111,36.41575241,28.1151123,53.50515366,30.75467386,30.2005825,21.65895376
Hyla,rubella,crit,30,NA,,,41.6,-17.27,145.48,,731.5,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,,31.81452751,29.40264893,66.1217804,45.92126083,41.98680115,22.86281967,39.71746826,65.81964111,36.41575241,28.1151123,53.50515366,30.75467386,30.2005825,21.65895376
Hyla,bicolor,crit,30,NA,,,41.4,-17.93,145.92,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,,32.94474792,31.0020752,64.38945007,45.09986496,41.23926926,25.3680954,39.5894165,62.08249283,36.43804932,29.8021347,52.23542099,31.73396873,31.70142746,23.66768751
Hyla,glauerti,crit,30,NA,,,41.6,-17.93,145.92,,304.8,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Brattstrom_1970,Sunday_et_al_PNAS_2014,,32.94474792,31.0020752,64.38945007,45.09986496,41.23926926,25.3680954,39.5894165,62.08249283,36.43804932,29.8021347,52.23542099,31.73396873,31.70142746,23.66768751
